TX_ACCESSION	SYMBOL
ENST00000601731.1	GMFG
ENST00000601861.5	NIBAN3
ENST00000601861.5	FAM129C
ENST00000601870.1	AC008878.2
ENST00000601870.1	PNPLA6
ENST00000602021.1	HNRNPL
ENST00000602021.1	AC008982.1
ENST00000602117.1	MARCH2
ENST00000602117.1	MARCHF2
ENST00000602124.1	ZNF814
ENST00000602124.1	AC010326.2
ENST00000602195.5	NXF2
ENST00000602195.5	NXF2B
ENST00000602293.5	MINOS1-NBL1
ENST00000602293.5	MICOS10-NBL1
ENST00000602358.5	COMMD3-BMI1
ENST00000602358.5	BMI1
ENST00000602369.3	AC073082.1
ENST00000602369.3	LHCGR
ENST00000602384.5	MINOS1-NBL1
ENST00000602384.5	MICOS10-NBL1
ENST00000602395.1	COMMD3
ENST00000602395.1	COMMD3-BMI1
ENST00000602447.5	KIAA0368
ENST00000602447.5	ECPAS
ENST00000602450.1	MINOS1-NBL1
ENST00000602450.1	MICOS10-NBL1
ENST00000602459.6	AC012254.2
ENST00000602459.6	HDHD2
ENST00000602494.1	PTMAP11
ENST00000602494.1	AL158827.2
ENST00000602524.1	COMMD3-BMI1
ENST00000602524.1	BMI1
ENST00000602548.2	CENPVL1
ENST00000602548.2	CENPVL2
ENST00000602549.1	BPY2
ENST00000602549.1	BPY2B
ENST00000602559.5	BPY2
ENST00000602559.5	BPY2C
ENST00000602616.6	ARHGAP11B
ENST00000602616.6	AC091057.1
ENST00000602662.1	MINOS1-NBL1
ENST00000602662.1	MICOS10-NBL1
ENST00000602680.1	BPY2
ENST00000602680.1	BPY2C
ENST00000602712.2	MARCHF8
ENST00000602712.2	MARCH8
ENST00000602770.5	BPY2
ENST00000602770.5	BPY2B
ENST00000602791.1	AL356235.1
ENST00000602791.1	ATP7A
ENST00000602807.1	C1orf123
ENST00000602807.1	CZIB
ENST00000602825.5	TSNAX
ENST00000602825.5	TSNAX-DISC1
ENST00000602907.1	AC097376.1
ENST00000602907.1	AC097376.2
ENST00000602926.5	AC012254.2
ENST00000602926.5	HDHD2
ENST00000602958.1	PCARE
ENST00000602958.1	C2orf71
ENST00000602978.1	KIAA0368
ENST00000602978.1	ECPAS
ENST00000603027.5	NDST2
ENST00000603027.5	AC022400.6
ENST00000603088.1	AC091133.5
ENST00000603088.1	AC091133.6
ENST00000603091.1	AL109653.2
ENST00000603091.1	AL109653.1
ENST00000603099.5	ZNF559-ZNF177
ENST00000603099.5	ZNF559
ENST00000603173.6	AC004706.3
ENST00000603173.6	ALOX15P1
ENST00000603176.1	AC023932.2
ENST00000603176.1	AC023932.1
ENST00000603184.1	AC012119.1
ENST00000603184.1	AC012119.2
ENST00000603241.1	AP001981.2
ENST00000603241.1	AP001981.1
ENST00000603271.1	AC010522.1
ENST00000603271.1	ZNF587
ENST00000603297.1	AC011247.3
ENST00000603297.1	AC011247.2
ENST00000603304.1	AL355989.2
ENST00000603304.1	AL355989.1
ENST00000603373.1	AL049840.6
ENST00000603373.1	AL049840.7
ENST00000603378.5	C1orf186
ENST00000603378.5	RHEX
ENST00000603433.2	REXO1L6P
ENST00000603433.2	REXO1L2P
ENST00000603441.1	C8orf59P2
ENST00000603441.1	RBISP2
ENST00000603488.5	C1orf186
ENST00000603488.5	RHEX
ENST00000603497.1	AL590229.1
ENST00000603497.1	AL590229.2
ENST00000603531.1	AC233724.11
ENST00000603531.1	AC233724.14
ENST00000603544.5	PRORP
ENST00000603544.5	KIAA0391
ENST00000603556.1	AC012507.2
ENST00000603556.1	AC012507.3
ENST00000603580.1	AC002069.2
ENST00000603580.1	AC002069.4
ENST00000603588.1	PRORP
ENST00000603588.1	KIAA0391
ENST00000603605.1	AC015871.2
ENST00000603605.1	AC015871.3
ENST00000603611.5	PRORP
ENST00000603611.5	KIAA0391
ENST00000603635.1	AC020910.3
ENST00000603635.1	AC020910.2
ENST00000603701.1	AC020910.3
ENST00000603701.1	AC020910.4
ENST00000603706.1	ZSWIM8-AS1
ENST00000603706.1	AC022400.6
ENST00000603712.1	AC239800.3
ENST00000603712.1	AC239800.4
ENST00000603836.1	AL513534.2
ENST00000603836.1	AL513534.3
ENST00000603866.1	LINC01517
ENST00000603866.1	AL355376.2
ENST00000603920.1	AL161911.1
ENST00000603920.1	AL161911.2
ENST00000603958.1	AC140658.6
ENST00000603958.1	AC140658.7
ENST00000603996.1	AC091982.2
ENST00000603996.1	AC091982.3
ENST00000604003.1	MINOS1P2
ENST00000604003.1	MICOS10P2
ENST00000604050.1	AC022387.2
ENST00000604050.1	AC022387.1
ENST00000604073.1	PRORP
ENST00000604073.1	KIAA0391
ENST00000604093.2	MIR1973
ENST00000604093.2	MTRNR2L13
ENST00000604105.1	NF1P2
ENST00000604105.1	NF1P1
ENST00000604112.1	C1orf186
ENST00000604112.1	RHEX
ENST00000604113.1	C1orf186
ENST00000604113.1	BX571818.1
ENST00000604116.1	SEPTIN7P9
ENST00000604116.1	SEPT7P9
ENST00000604130.1	KAT6B
ENST00000604136.1	AL590095.2
ENST00000604136.1	AL590095.1
ENST00000604143.1	AP000907.3
ENST00000604143.1	AP000907.4
ENST00000604169.1	AL355598.2
ENST00000604169.1	AL355598.1
ENST00000604203.1	RWDD3
ENST00000604203.1	TMEM56-RWDD3
ENST00000604231.1	AC010522.1
ENST00000604231.1	ZNF587B
ENST00000604278.1	H3F3AP2
ENST00000604278.1	AL049829.3
ENST00000604301.1	WHAMMP1
ENST00000604301.1	AC135983.2
ENST00000604350.1	AP001330.4
ENST00000604350.1	AP001330.3
ENST00000604380.1	DOPEY1
ENST00000604380.1	DOP1A
ENST00000604395.5	NXF2
ENST00000604395.5	NXF2B
ENST00000604424.1	BCKDHA
ENST00000604424.1	AC011462.1
ENST00000604456.1	H3F3AP2
ENST00000604456.1	AL049829.3
ENST00000604495.1	AL645939.3
ENST00000604495.1	AL645939.4
ENST00000604500.1	AL049779.3
ENST00000604500.1	AL049779.4
ENST00000604534.5	TLCD4-RWDD3
ENST00000604534.5	TMEM56-RWDD3
ENST00000604569.1	CT45A8
ENST00000604569.1	CT45A9
ENST00000604577.1	AC008687.1
ENST00000604577.1	CGB3
ENST00000604583.1	AL049840.6
ENST00000604583.1	AL049840.7
ENST00000604613.1	AC022400.4
ENST00000604613.1	AC022400.3
ENST00000604632.1	AC145285.5
ENST00000604632.1	AC145285.6
ENST00000604663.1	AC111188.3
ENST00000604663.1	AC111188.2
ENST00000604665.1	AC010326.4
ENST00000604665.1	UBE2CP5
ENST00000604674.1	AL162431.4
ENST00000604674.1	AL162431.3
ENST00000604690.1	AC005972.1
ENST00000604690.1	AC005972.2
ENST00000604757.1	AC133539.2
ENST00000604757.1	AC133539.1
ENST00000604762.1	AC092960.1
ENST00000604762.1	AC092960.3
ENST00000604763.5	CCN6
ENST00000604763.5	WISP3
ENST00000604801.1	AL035413.2
ENST00000604801.1	AL035413.1
ENST00000604846.1	WHAMMP1
ENST00000604846.1	AC135983.2
ENST00000604869.1	AL160290.2
ENST00000604869.1	AL160290.3
ENST00000604893.1	AC020549.2
ENST00000604893.1	AC020549.3
ENST00000604948.5	PRORP
ENST00000604948.5	KIAA0391
ENST00000604949.1	AC011891.3
ENST00000604949.1	AC011891.2
ENST00000605001.1	AC009501.3
ENST00000605001.1	AC009501.2
ENST00000605008.1	AC008555.6
ENST00000605008.1	AC008555.7
ENST00000605062.1	AC011247.3
ENST00000605062.1	AC011247.2
ENST00000605070.1	AC087783.2
ENST00000605070.1	AC087783.1
ENST00000605071.5	ZNF559-ZNF177
ENST00000605071.5	ZNF559
ENST00000605079.1	AC091167.4
ENST00000605079.1	AC091167.3
ENST00000605135.1	AL592436.2
ENST00000605135.1	AL592436.1
ENST00000605137.1	AL138963.2
ENST00000605137.1	AL138963.3
ENST00000605153.1	AL033523.1
ENST00000605153.1	AL033523.2
ENST00000605168.1	AC092120.2
ENST00000605168.1	AC092120.3
ENST00000605201.1	PRORP
ENST00000605201.1	KIAA0391
ENST00000605264.1	AL356218.1
ENST00000605264.1	AL356218.2
ENST00000605301.5	ZNF559-ZNF177
ENST00000605301.5	ZNF559
ENST00000605314.1	AC135178.7
ENST00000605314.1	AC135178.6
ENST00000605409.1	AC117498.3
ENST00000605409.1	AC117498.2
ENST00000605481.1	AC008555.4
ENST00000605481.1	AC008555.3
ENST00000605507.1	AC024940.5
ENST00000605507.1	AC024940.4
ENST00000605511.1	AL591034.2
ENST00000605511.1	AL591034.3
ENST00000605522.5	ZNF559-ZNF177
ENST00000605522.5	ZNF559
ENST00000605544.1	AC005632.3
ENST00000605544.1	AC005632.4
ENST00000605642.1	AC024589.3
ENST00000605642.1	AC024589.2
ENST00000605689.1	AC091167.5
ENST00000605689.1	AC091167.4
ENST00000605704.1	AL390877.2
ENST00000605704.1	AL390877.1
ENST00000605791.7	CT45A9
ENST00000605791.7	CT45A2
ENST00000605838.1	AC106872.10
ENST00000605838.1	AC106872.11
ENST00000605870.5	PRORP
ENST00000605870.5	KIAA0391
ENST00000605881.5	TRIM49D2
ENST00000605881.5	TRIM49D1
ENST00000605933.5	PPM1J
ENST00000605933.5	AL603832.3
ENST00000605941.5	ASNSD1
ENST00000605941.5	ASDURF
ENST00000605982.1	DMBT1P1
ENST00000605982.1	DMBT1L1
ENST00000606004.5	LINC01145
ENST00000606004.5	AC241585.2
ENST00000606020.1	AC092073.1
ENST00000606020.1	PDCD2L
ENST00000606025.5	AC007040.2
ENST00000606025.5	TEX261
ENST00000606050.1	AL445238.1
ENST00000606050.1	OR7E104P
ENST00000606237.1	TULP3P1
ENST00000606237.1	LINC00359
ENST00000606304.1	AC005972.2
ENST00000606304.1	AC005972.3
ENST00000606318.1	BX248123.1
ENST00000606318.1	BX248123.2
ENST00000606504.1	AC103810.9
ENST00000606504.1	AC103810.10
ENST00000606505.5	PPM1J
ENST00000606505.5	AL603832.3
ENST00000606589.1	Z84492.1
ENST00000606589.1	CYB561D2
ENST00000606648.1	AL672167.1
ENST00000606648.1	OR2B4P
ENST00000606688.2	AC103810.9
ENST00000606688.2	AC103810.8
ENST00000606708.1	RDM1P4
ENST00000606708.1	AC103810.6
ENST00000606877.2	NBPF14
ENST00000606877.2	NOTCH2NLB
ENST00000606894.1	AL445238.1
ENST00000606894.1	OR7E104P
ENST00000606897.5	CHN2
ENST00000606897.5	AC005232.1
ENST00000606952.5	PMF1-BGLAP
ENST00000606952.5	PMF1
ENST00000606954.1	PPM1J
ENST00000606954.1	AL603832.3
ENST00000607000.1	SERAC1
ENST00000607158.5	AL603832.3
ENST00000607158.5	RHOC
ENST00000607203.1	AC096887.1
ENST00000607203.1	RFT1
ENST00000607252.5	ZNF318
ENST00000607252.5	CRIP3
ENST00000607283.5	AC096887.1
ENST00000607283.5	RFT1
ENST00000607347.1	AC103810.7
ENST00000607347.1	AC103810.8
ENST00000607355.2	HIST2H2AA4
ENST00000607355.2	H2AC19
ENST00000607495.5	AC096887.1
ENST00000607495.5	SFMBT1
ENST00000607544.1	SRRM5
ENST00000607544.1	ZNF576
ENST00000607690.1	ASNSD1
ENST00000607690.1	ASDURF
ENST00000607809.5	AC023794.4
ENST00000607809.5	AC023794.3
ENST00000607821.1	AC103810.7
ENST00000607821.1	AC103810.6
ENST00000607822.5	AL445238.1
ENST00000607822.5	OR7E104P
ENST00000607829.5	ASNSD1
ENST00000607829.5	ASDURF
ENST00000607976.2	AC124944.3
ENST00000607976.2	AC124944.2
ENST00000607990.1	AC009779.8
ENST00000607990.1	OR6U2P
ENST00000608007.1	C1orf61
ENST00000608007.1	MIR9-1HG
ENST00000608018.5	AC116050.1
ENST00000608018.5	LSP1P4
ENST00000608200.1	POT1
ENST00000608223.6	CCDC200
ENST00000608223.6	LINC00854
ENST00000608262.2	OR10AH1P
ENST00000608262.2	AC092028.1
ENST00000608501.5	AC116050.1
ENST00000608501.5	LSP1P4
ENST00000608531.1	AC116050.1
ENST00000608531.1	LSP1P4
ENST00000608568.1	SSX9P
ENST00000608568.1	SSX9
ENST00000608606.1	TMEM43
ENST00000608606.1	AC090004.1
ENST00000608646.2	REXO1L2P
ENST00000608646.2	REXO1L1P
ENST00000608825.1	PILRB
ENST00000608825.1	STAG3L5P-PVRIG2P-PILRB
ENST00000608950.1	IQCN
ENST00000608950.1	KIAA1683
ENST00000609119.1	RYR2
ENST00000609145.5	PEPD
ENST00000609181.5	EPRS1
ENST00000609181.5	EPRS
ENST00000609585.1	H2BP2
ENST00000609585.1	HIST2H2BB
ENST00000609618.2	AC009133.6
ENST00000609618.2	PRRT2
ENST00000609777.5	AC116050.1
ENST00000609777.5	LSP1P4
ENST00000609912.1	AC103710.2
ENST00000609912.1	OR51F5P
ENST00000610141.1	POT1
ENST00000610212.2	AC116565.1
ENST00000610212.2	TMEM271
ENST00000610324.1	LINC01145
ENST00000610324.1	AC241585.2
ENST00000610350.3	TBC1D3G
ENST00000610350.3	TBC1D3H
ENST00000610385.1	Z95327.2
ENST00000610385.1	Z95327.3
ENST00000610388.1	CR769775.3
ENST00000610388.1	CR769775.1
ENST00000610442.1	AC008073.3
ENST00000610442.1	FAM228B
ENST00000610585.4	DUXAP9
ENST00000610585.4	DUXAP10
ENST00000610598.4	CT45A7
ENST00000610598.4	CT45A6
ENST00000610646.1	AC106788.2
ENST00000610646.1	AC106788.1
ENST00000610811.4	KIR3DX1
ENST00000610924.1	CBY2
ENST00000610924.1	SPERT
ENST00000611003.1	FAM236B
ENST00000611003.1	FAM236A
ENST00000611027.2	FAM122B
ENST00000611027.2	PABIR2
ENST00000611065.1	AC026355.3
ENST00000611065.1	AC026355.4
ENST00000611083.1	H2BFWT
ENST00000611083.1	H2BW1
ENST00000611129.1	AL627230.2
ENST00000611129.1	AL627230.6
ENST00000611136.4	AL109811.4
ENST00000611136.4	TARDBP
ENST00000611154.3	LYPD9P
ENST00000611154.3	CR589904.1
ENST00000611249.2	FSBP
ENST00000611249.2	RAD54B
ENST00000611308.1	AC092106.3
ENST00000611308.1	AC092106.2
ENST00000611319.1	MRGPRX8P
ENST00000611319.1	AC103974.2
ENST00000611321.1	TP53TG3C
ENST00000611321.1	TP53TG3E
ENST00000611323.1	ELOA3B
ENST00000611323.1	ELOA3BP
ENST00000611388.1	ANKRD20A3
ENST00000611388.1	ANKRD20A3P
ENST00000611392.5	ZNF724
ENST00000611392.5	AC092329.3
ENST00000611420.1	AL606534.6
ENST00000611420.1	AL606534.5
ENST00000611425.1	AP000356.3
ENST00000611425.1	BCRP3
ENST00000611428.5	CD99
ENST00000611444.1	H4C7
ENST00000611444.1	HIST1H4G
ENST00000611488.1	AC245595.1
ENST00000611488.1	AC245595.2
ENST00000611595.1	AC121758.3
ENST00000611595.1	AC121758.4
ENST00000611600.4	GSTT4
ENST00000611600.4	GSTTP1
ENST00000611635.4	GOLGA8IP
ENST00000611635.4	GOLGA8J
ENST00000611674.4	MAGEA2
ENST00000611674.4	MAGEA2B
ENST00000611688.1	ASNA1
ENST00000611688.1	GET3
ENST00000611718.1	ORAI1
ENST00000611747.1	ANKRD20A2P
ENST00000611747.1	ANKRD20A2
ENST00000611767.1	AC131902.3
ENST00000611767.1	AC131902.2
ENST00000611854.4	C8orf59
ENST00000611854.4	RBIS
ENST00000611860.1	PRAMEF36P
ENST00000611860.1	PRAMEF34P
ENST00000611927.1	HIST1H4K
ENST00000611927.1	H4C12
ENST00000611969.4	LINC00116
ENST00000611969.4	MTLN
ENST00000612005.1	SPDYE11
ENST00000612005.1	SPDYE10P
ENST00000612027.1	AC073114.2
ENST00000612027.1	AC073114.1
ENST00000612031.4	TSBP1
ENST00000612031.4	C6orf10
ENST00000612102.1	AC116050.1
ENST00000612102.1	AC116050.2
ENST00000612233.1	NOP56
ENST00000612233.1	SNORD86
ENST00000612247.1	ANKRD20A3
ENST00000612247.1	ANKRD20A3P
ENST00000612313.1	PDE4DIPP4
ENST00000612313.1	AC241377.2
ENST00000612316.4	IQCN
ENST00000612316.4	KIAA1683
ENST00000612480.2	PDE4DIPP2
ENST00000612480.2	AC241952.1
ENST00000612533.1	CR589904.1
ENST00000612533.1	CR589904.2
ENST00000612542.1	AL109811.4
ENST00000612542.1	AL109811.3
ENST00000612610.4	FP565260.3
ENST00000612610.4	ICOSLG
ENST00000612670.1	AL354980.2
ENST00000612670.1	AL354980.1
ENST00000612717.4	GSTTP1
ENST00000612717.4	GSTTP2
ENST00000612727.4	TBC1D3L
ENST00000612727.4	TBC1D3H
ENST00000612756.1	MDS2
ENST00000612789.1	AL133351.4
ENST00000612789.1	AL133351.5
ENST00000612809.4	C8orf59
ENST00000612809.4	RBIS
ENST00000612839.1	CCL3L1
ENST00000612839.1	CCL3L3
ENST00000612846.4	FAM156B
ENST00000612846.4	FAM156A
ENST00000612878.4	CT45A7
ENST00000612878.4	CT45A6
ENST00000612898.1	HIST1H2BN
ENST00000612898.1	H2BC15
ENST00000612907.1	CT45A8
ENST00000612907.1	CT45A2
ENST00000612967.2	C5orf56
ENST00000612967.2	IRF1-AS1
ENST00000612977.4	C8orf59
ENST00000612977.4	RBIS
ENST00000613047.4	DIPK1A
ENST00000613047.4	FAM69A
ENST00000613174.1	HIST1H2AL
ENST00000613174.1	H2AC16
ENST00000613241.1	EP400NL
ENST00000613241.1	EP400P1
ENST00000613288.1	AL359075.3
ENST00000613288.1	AL359075.1
ENST00000613306.1	NPY4R
ENST00000613306.1	NPY4R2
ENST00000613352.1	AC008162.2
ENST00000613352.1	CT47A1
ENST00000613386.4	HERC2
ENST00000613386.4	HERC2P2
ENST00000613408.1	AC006335.3
ENST00000613408.1	AC006335.2
ENST00000613648.1	CCN6
ENST00000613648.1	WISP3
ENST00000613728.1	AC104446.1
ENST00000613728.1	AC104446.2
ENST00000613766.1	PCDHAC2
ENST00000613766.1	PCDHA6
ENST00000613769.4	MRPS31P4
ENST00000613769.4	HNRNPA1L2
ENST00000613796.4	ANKRD20A3
ENST00000613796.4	ANKRD20A2P
ENST00000613854.1	HIST1H3A
ENST00000613854.1	H3C1
ENST00000613894.3	FAM243A
ENST00000613894.3	CU633980.1
ENST00000613902.4	DIPK1A
ENST00000613902.4	FAM69A
ENST00000613914.1	ANKRD20A3
ENST00000613914.1	ANKRD20A2P
ENST00000614051.1	CCL3L1
ENST00000614051.1	CCL3
ENST00000614097.2	H2BC6
ENST00000614097.2	HIST1H2BE
ENST00000614100.1	AC239859.5
ENST00000614100.1	AC239859.4
ENST00000614197.4	NPIPB4
ENST00000614197.4	NPIPB3
ENST00000614199.1	AC245407.1
ENST00000614199.1	AC245407.2
ENST00000614206.1	AP005212.3
ENST00000614206.1	AP005212.4
ENST00000614215.2	NPAP1L
ENST00000614215.2	AC018554.3
ENST00000614240.4	SMN2
ENST00000614240.4	SMN1
ENST00000614246.1	DEC1
ENST00000614246.1	DELEC1
ENST00000614247.1	H4C4
ENST00000614247.1	HIST1H4D
ENST00000614301.1	AL591926.5
ENST00000614301.1	AL591926.7
ENST00000614311.4	FAM196A
ENST00000614311.4	INSYN2A
ENST00000614349.4	AP002884.5
ENST00000614349.4	SDHD
ENST00000614356.1	ANXA8L1
ENST00000614356.1	LINC00842
ENST00000614363.4	SNHG32
ENST00000614363.4	C6orf48
ENST00000614378.1	H3C8
ENST00000614378.1	HIST1H3G
ENST00000614462.4	C8orf59
ENST00000614462.4	RBIS
ENST00000614510.4	LINC01145
ENST00000614510.4	AC241585.2
ENST00000614531.1	TASOR
ENST00000614531.1	FAM208A
ENST00000614533.3	C10orf126
ENST00000614538.1	DSCR8
ENST00000614548.1	AL591441.1
ENST00000614548.1	GXYLT1P5
ENST00000614557.1	KCNMB2
ENST00000614557.1	AC117457.1
ENST00000614733.4	ANKRD20A3
ENST00000614733.4	ANKRD20A2P
ENST00000614754.4	MKL1
ENST00000614754.4	MRTFA
ENST00000614757.4	AL109811.4
ENST00000614757.4	TARDBP
ENST00000614802.1	AL139099.3
ENST00000614802.1	AL139099.4
ENST00000614808.1	AP000356.3
ENST00000614808.1	BCRP3
ENST00000614837.1	ATP5D
ENST00000614837.1	ATP5F1D
ENST00000614839.4	PRAMEF26
ENST00000614839.4	PRAMEF25
ENST00000614894.4	PRR20C
ENST00000614894.4	PRR20E
ENST00000614911.2	H3C6
ENST00000614911.2	HIST1H3E
ENST00000614933.1	FAM74A6
ENST00000614933.1	FAM74A4
ENST00000615007.4	AC083841.5
ENST00000615007.4	LYNX1-SLURP2
ENST00000615041.1	FAM49B
ENST00000615041.1	CYRIB
ENST00000615071.1	C8orf59
ENST00000615071.1	RBIS
ENST00000615148.4	C18orf8
ENST00000615148.4	RMC1
ENST00000615156.1	HERC2
ENST00000615156.1	HERC2P2
ENST00000615164.2	HIST1H4E
ENST00000615164.2	H4C5
ENST00000615181.4	FAM230A
ENST00000615280.4	ITPRID1
ENST00000615280.4	CCDC129
ENST00000615302.1	ANKRD20A4
ENST00000615302.1	ANKRD20A4P
ENST00000615353.1	H4C9
ENST00000615353.1	HIST1H4I
ENST00000615415.1	GXYLT1P4
ENST00000615415.1	GXYLT1P3
ENST00000615433.2	CCDC200
ENST00000615433.2	LINC00854
ENST00000615519.4	DIPK1A
ENST00000615519.4	FAM69A
ENST00000615554.4	PRXL2A
ENST00000615554.4	FAM213A
ENST00000615594.1	AC011476.5
ENST00000615594.1	AC011476.8
ENST00000615621.1	AC025574.2
ENST00000615621.1	APONP
ENST00000615656.1	TARSL2
ENST00000615656.1	TARS3
ENST00000615663.2	CCDC28A-AS1
ENST00000615663.2	GVQW2
ENST00000615683.1	ANKRD20A3
ENST00000615683.1	ANKRD20A2P
ENST00000615697.4	C8orf59
ENST00000615697.4	RBIS
ENST00000615748.4	C1orf61
ENST00000615748.4	MIR9-1HG
ENST00000615762.1	CR848007.2
ENST00000615762.1	CR848007.3
ENST00000615850.1	BPY2
ENST00000615850.1	BPY2B
ENST00000615853.1	H2AB2
ENST00000615853.1	H2AFB3
ENST00000615865.1	NAA60
ENST00000615868.1	H2AC4
ENST00000615868.1	HIST1H2AB
ENST00000615944.1	AC126755.6
ENST00000615944.1	AC126755.5
ENST00000615966.1	H2BC3
ENST00000615966.1	HIST1H2BB
ENST00000616002.1	RABGAP1
ENST00000616002.1	GPR21
ENST00000616011.1	AC106782.4
ENST00000616011.1	AC106782.5
ENST00000616023.1	AC245389.2
ENST00000616023.1	SEC22B3P
ENST00000616026.4	MTSS1L
ENST00000616026.4	MTSS2
ENST00000616101.4	TBC1D3D
ENST00000616101.4	TBC1D3H
ENST00000616104.1	AC019322.3
ENST00000616104.1	DNM1P50
ENST00000616182.1	HIST1H2BO
ENST00000616182.1	H2BC17
ENST00000616191.4	SSX2B
ENST00000616191.4	SSX2
ENST00000616193.1	AC140725.3
ENST00000616193.1	OR4G6P
ENST00000616210.1	BLACE
ENST00000616261.1	YARS
ENST00000616261.1	YARS1
ENST00000616275.4	FAM197Y4
ENST00000616275.4	FAM197Y2
ENST00000616365.1	H3C11
ENST00000616365.1	HIST1H3I
ENST00000616390.1	CACNA1C
ENST00000616419.4	FAM156B
ENST00000616419.4	FAM156A
ENST00000616429.1	DBET
ENST00000616429.1	U85056.1
ENST00000616464.1	ATP5F1AP2
ENST00000616464.1	ATP5A1P2
ENST00000616549.1	AC099669.1
ENST00000616549.1	AC099669.2
ENST00000616556.1	TRY2P
ENST00000616556.1	AC245088.1
ENST00000616580.1	GXYLT1P4
ENST00000616580.1	GXYLT1P3
ENST00000616637.1	AP001318.4
ENST00000616637.1	AP001318.3
ENST00000616671.4	TBC1D3I
ENST00000616671.4	TBC1D3H
ENST00000616702.1	CCL3L1
ENST00000616702.1	CCL3L3
ENST00000616709.4	DIPK1A
ENST00000616709.4	FAM69A
ENST00000616726.1	AP002383.6
ENST00000616726.1	AP002383.5
ENST00000616785.1	ANXA8L1
ENST00000616785.1	LINC00842
ENST00000616876.1	AL591926.6
ENST00000616876.1	AL591926.8
ENST00000616895.1	AL591926.3
ENST00000616895.1	AL591926.4
ENST00000616954.1	AC068831.5
ENST00000616954.1	AC068831.6
ENST00000616972.4	SEPTIN2
ENST00000616972.4	SEPT2
ENST00000616993.1	LINC01145
ENST00000616993.1	AC241585.2
ENST00000617028.1	SPEG
ENST00000617028.1	SPEGNB
ENST00000617061.4	TSBP1
ENST00000617061.4	C6orf10
ENST00000617084.1	TAFA1
ENST00000617084.1	FAM19A1
ENST00000617120.4	TCP10L3
ENST00000617120.4	TCP10
ENST00000617196.4	SYNJ2BP-COX16
ENST00000617203.1	CT45A7
ENST00000617203.1	CT45A5
ENST00000617314.1	AC108479.2
ENST00000617314.1	RGPD1
ENST00000617375.1	AL591926.4
ENST00000617375.1	AL591926.6
ENST00000617410.4	GOLGA6L7
ENST00000617410.4	AC011767.1
ENST00000617417.1	AL773604.1
ENST00000617417.1	KRTAP12-6P
ENST00000617505.1	MAGEA2
ENST00000617505.1	MAGEA2B
ENST00000617532.4	GSTTP1
ENST00000617532.4	GSTTP2
ENST00000617558.2	LY6G5B
ENST00000617558.2	AL662899.2
ENST00000617566.1	PCDHAC2
ENST00000617566.1	PCDHA6
ENST00000617569.1	HIST1H4A
ENST00000617569.1	H4C1
ENST00000617650.4	C11orf74
ENST00000617650.4	IFTAP
ENST00000617678.2	TBC1D3L
ENST00000617678.2	TBC1D3D
ENST00000617705.1	TP53TG3
ENST00000617705.1	TP53TG3F
ENST00000617706.4	CBS
ENST00000617706.4	CBSL
ENST00000617723.1	AC234782.4
ENST00000617723.1	AC234782.5
ENST00000617752.1	OR2C3
ENST00000617752.1	GCSAML-AS1
ENST00000617846.4	MAGEA2
ENST00000617846.4	MAGEA2B
ENST00000617872.4	MINOS1
ENST00000617872.4	MICOS10
ENST00000617978.1	SEPTIN14P17
ENST00000617978.1	SEPT14P17
ENST00000617987.1	C7orf49
ENST00000617987.1	CYREN
ENST00000618000.1	AC005702.4
ENST00000618000.1	AC005702.5
ENST00000618024.4	CBS
ENST00000618024.4	CBSL
ENST00000618025.4	AGAP6
ENST00000618025.4	TIMM23B-AGAP6
ENST00000618052.1	HIST1H3F
ENST00000618052.1	H3C7
ENST00000618084.1	LARS
ENST00000618084.1	LARS1
ENST00000618117.1	KIAA0556
ENST00000618117.1	KATNIP
ENST00000618305.1	HIST1H4L
ENST00000618305.1	H4C13
ENST00000618315.4	AC138393.1
ENST00000618315.4	SEPTIN7P13
ENST00000618350.1	AL645927.1
ENST00000618350.1	AL645927.2
ENST00000618363.4	SHANK2
ENST00000618385.1	SYNJ2BP-COX16
ENST00000618385.1	SYNJ2BP
ENST00000618393.1	AC005702.3
ENST00000618393.1	AC005702.4
ENST00000618406.1	SEC22B4P
ENST00000618406.1	AC243756.2
ENST00000618417.1	MKL1
ENST00000618417.1	MRTFA
ENST00000618455.4	AC100756.3
ENST00000618455.4	GOLGA6L22
ENST00000618530.1	AL355493.4
ENST00000618530.1	AL355493.3
ENST00000618553.1	APOBEC3A_B
ENST00000618553.1	APOBEC3A
ENST00000618569.1	AL935212.4
ENST00000618569.1	AL935212.3
ENST00000618574.1	BPY2
ENST00000618574.1	BPY2C
ENST00000618601.4	FAM156B
ENST00000618601.4	FAM156A
ENST00000618620.4	TBC1D3I
ENST00000618620.4	TBC1D3H
ENST00000618637.1	NPIPB13
ENST00000618637.1	NPIPB12
ENST00000618669.3	FAM92B
ENST00000618669.3	CIBAR2
ENST00000618702.1	AC242843.1
ENST00000618702.1	SEC22B2P
ENST00000618784.1	AC233702.1
ENST00000618784.1	AC233702.2
ENST00000618830.1	AL591441.1
ENST00000618830.1	GXYLT1P5
ENST00000618958.1	HIST1H2AK
ENST00000618958.1	H2AC15
ENST00000619091.1	DUXAP9
ENST00000619091.1	DUXAP10
ENST00000619243.1	LINC02881
ENST00000619243.1	C10orf142
ENST00000619266.1	AL158209.1
ENST00000619266.1	AL158209.2
